위도,경도,장소명칭,장소상세정보,무장애관광정보,추천코스여부,데이터품질점검결과,데이터기준일자
33.27611896,126.170891,신도포구 주차장,특이사항없음,특이사항없음,Y,정상,2020-12-22
33.27567799,126.171484,휠체어 해안 산책로 시작,본 구간은 제주환상자전거길(보행로)에 2개의 계단 위로 넓은 판석 보행로가 바다를 조망할 수 있게 되어 있다. (바다조망대 보행로 폭은 150cm),특이사항없음,Y,정상,2020-12-22
33.27424502,126.172177,휠체어 해안 산책로 종료,본 구간은 제주환상자전거길(보행로)에 2개의 계단 위로 넓은 판석 보행로가 바다를 조망할 수 있게 되어 있다. (바다조망대 보행로 폭은 150cm),특이사항없음,Y,정상,2020-12-22
33.27401603,126.17205,소공원입구,좁은 판석과 잔디혼재. (관람로는 잔디길로 추천),접근성 정보 있음 (계단 혹은 경사 있음. 길 상태 안 좋음),Y,정상,2020-12-22
33.27358897,126.172027,돌고래 조형물 사진 스팟,특이사항없음,접근성 정보 있음 (계단 혹은 경사 있음. 길 상태 안 좋음),Y,정상,2020-12-22
33.27360003,126.172374,하멜 일행 위령비,틈새없는 판석길 시작. 휠체어 이용자도 용이,특이사항없음,Y,정상,2020-12-22
33.27203002,126.173779,돌 의자 쉼터,특이사항없음,특이사항없음,Y,정상,2020-12-22
33.27651903,126.170739,종점,특이사항없음,특이사항없음,Y,정상,2020-12-22
33.276398,126.171058,신도포구 열린 화장실,특이사항없음,특이사항없음,N,정상,2020-12-22
33.29456099,126.163667,수월봉 공중 화장실,W.P 36 에서 5km지점 주변 장애인화장실 있음. But 자구내포구 주차장 공중화장실 추천,장애인화장실,Y,정상,2020-12-22
33.30919404,126.165701,자구내포구 주차장 공중화장실,W.P 36 에서 5km지점 주변 장애인화장실 있음. But 자구내포구 주차장 공중화장실 추천,장애인화장실,Y,정상,2020-12-22
